# LIST_OWN — files shared by this node
# name|ext|size|date_created|date_modified|ttl
file.txt|txt|0|1772816318|1772816318|120
test2.txt|txt|24|1772568944|1772568944|120
final.txt|txt|0|1772816682|1772816682|120
C.txt|txt|0|1772831474|1772831474|120
B.txt|txt|0|1772817137|1772817137|120
A.txt|txt|0|1772816779|1772816779|120
test.txt|txt|22|1772566830|1772566830|120
mocos.txt|txt|0|1772816346|1772816346|120
MODOCS.txt|txt|0|1772831521|1772831521|120
FINALTEST.txt|txt|0|1772831701|1772831701|120
